Ticker,Run,Seq,R2,MAE
MSFT,1,10,0.9753913544407616,0.019941228664111462
MSFT,2,10,0.882589650991794,0.0476182796551275
MSFT,3,10,0.9701411253999892,0.02106720611943028
MSFT,4,10,0.9710203611749082,0.0204505953858871
MSFT,5,10,0.9631860606927779,0.024828338494724975
MSFT,6,10,0.9680486098568258,0.0232471935832236
MSFT,7,10,0.9764155355041056,0.01930266332094688
MSFT,8,10,0.9770873201748344,0.019385909589137263
MSFT,9,10,0.9747510638359465,0.019524732852274896
MSFT,10,10,0.9269446019732028,0.03550503151994678
DIS,1,10,0.914960076927466,0.015620062355803837
DIS,2,10,0.8864870459969656,0.018286700111831204
DIS,3,10,0.9266438506905496,0.014629177240461333
DIS,4,10,0.9086659200879156,0.016119234952693424
DIS,5,10,0.9243824784900732,0.014803664904012479
DIS,6,10,0.911680770294649,0.016170132591917467
DIS,7,10,0.928265399803087,0.01456646600577854
DIS,8,10,0.910276259139921,0.016094050790997204
DIS,9,10,0.8815941426984363,0.018618041364310445
DIS,10,10,0.9129626652094247,0.015730536743886823
WMT,1,10,0.906867940792682,0.028837213929358202
WMT,2,10,0.7846834619430377,0.048310381270706096
WMT,3,10,0.9260361575515171,0.02480618321524548
WMT,4,10,0.9358489653478023,0.022779155827730525
WMT,5,10,0.9410337802924265,0.021398041568461944
WMT,6,10,0.9421768601522453,0.02052646504087855
WMT,7,10,0.9080004399422258,0.02878180410976359
WMT,8,10,0.8579148677618282,0.03773232679420499
WMT,9,10,0.9241985099980179,0.02549410101856155
WMT,10,10,0.8429747000741344,0.04020181748135462
