Ticker,Run,Seq,R2,MAE
MSFT,1,20,0.963989692869228,0.022768587002720272
MSFT,2,20,0.9172814280257818,0.03552862209366012
MSFT,3,20,0.8846973661494751,0.042386211301089945
MSFT,4,20,0.9502448290987225,0.024968520577218434
MSFT,5,20,0.965197502900616,0.021429110136501943
MSFT,6,20,0.9670163384821866,0.021311028010513745
MSFT,7,20,0.9378568887568655,0.02932737939653837
MSFT,8,20,0.8884274362580553,0.042386451664308024
MSFT,9,20,0.9711080171597357,0.0194850186465492
MSFT,10,20,0.9591001191800315,0.023897657309816505
DIS,1,20,0.8739279408749747,0.017996629418848813
DIS,2,20,0.9032174033319339,0.015646608388222634
DIS,3,20,0.8908540146011417,0.016887526944142892
DIS,4,20,0.8826637943110103,0.016893324856347494
DIS,5,20,0.884971779468289,0.017293308396060258
DIS,6,20,0.8828580179105056,0.01732333784633396
DIS,7,20,0.9071480883757086,0.015352313321636458
DIS,8,20,0.8835210023813741,0.017557177110909206
DIS,9,20,0.841072480408944,0.02026921345869076
DIS,10,20,0.7926377319728981,0.023059240192443087
WMT,1,20,0.9196150672435242,0.02520477915662327
WMT,2,20,0.9421341425666133,0.020777174287382284
WMT,3,20,0.8827561387171705,0.03125330457264772
WMT,4,20,0.9402789672524645,0.020704189789100744
WMT,5,20,0.8238239223565447,0.04045711673562123
WMT,6,20,0.8114366327840258,0.04309028594017371
WMT,7,20,0.9209728029325608,0.025153491348736276
WMT,8,20,0.9336122543128091,0.022755917629225766
WMT,9,20,0.9150660433070339,0.026167210018340378
WMT,10,20,0.8195636939699025,0.04117996214167728
