Ticker,Run,Seq,R2,MAE
MSFT,1,5,0.9788384436359112,0.018178412025672563
MSFT,2,5,0.961492391281538,0.02584156658951186
MSFT,3,5,0.9796967742166858,0.017794230752783528
MSFT,4,5,0.9588672537845017,0.02688064862317011
MSFT,5,5,0.9714104750979574,0.021539760357135028
MSFT,6,5,0.9798208851834909,0.01770719175802082
MSFT,7,5,0.9493111079972217,0.030742221116527583
MSFT,8,5,0.9824883854506832,0.01685016524014104
MSFT,9,5,0.9600062226087008,0.026364605034966956
MSFT,10,5,0.9604772487777259,0.02620462853665934
DIS,1,5,0.8752424040392728,0.019199471395544964
DIS,2,5,0.936073143509407,0.012802771671363438
DIS,3,5,0.8845485986394962,0.01836400498891698
DIS,4,5,0.796141876196253,0.0246681276816358
DIS,5,5,0.9141006263037951,0.015705756568605005
DIS,6,5,0.8823503444656526,0.018763323688494014
DIS,7,5,0.9438219189090494,0.012150445961818699
DIS,8,5,0.927646616096726,0.0142111419217098
DIS,9,5,0.9196411427305846,0.014921327292868481
DIS,10,5,0.9437651308731692,0.011914201057242186
WMT,1,5,0.8718841404817577,0.035293994733858844
WMT,2,5,0.8988907236005689,0.031351573626315084
WMT,3,5,0.9163656363866857,0.026764335106779773
WMT,4,5,0.9387060404320366,0.02242348340995818
WMT,5,5,0.9533951000833528,0.019030921524552793
WMT,6,5,0.9321555290799217,0.023986481090929247
WMT,7,5,0.9125392835457018,0.02768935473968038
WMT,8,5,0.8268666835744538,0.0433311378303553
WMT,9,5,0.9299796889406273,0.024154240128685292
WMT,10,5,0.9256620113342691,0.025340466078033648
