Ticker,Run,Seq,R2,MAE
MSFT,1,20,0.9758863036758544,0.01728612540099723
MSFT,2,20,0.9775016183142715,0.016660396942108878
MSFT,3,20,0.9742103861979774,0.01779514494732847
MSFT,4,20,0.9698955364200121,0.019566318411958585
MSFT,5,20,0.9724738058927931,0.01838159337095286
MSFT,6,20,0.9668257828765798,0.02089931565223924
MSFT,7,20,0.9404794306227278,0.029807163725231636
MSFT,8,20,0.9757116786927624,0.017183006287366125
MSFT,9,20,0.9549124083308866,0.025136097264584906
MSFT,10,20,0.9786693790874736,0.016171257728778282
DIS,1,20,0.8493429203466711,0.02036076236198522
DIS,2,20,0.9284062881883441,0.013199756327167444
DIS,3,20,0.8963928510577595,0.016587309716134254
DIS,4,20,0.9081751341752707,0.01558799917746647
DIS,5,20,0.8057897581885086,0.023843884976440397
DIS,6,20,0.8330694985226977,0.02196304385204244
DIS,7,20,0.829867484710875,0.02112499832458938
DIS,8,20,0.8435509830602048,0.020890456118060657
DIS,9,20,0.8721673320763416,0.01846025621908145
DIS,10,20,0.833316102504341,0.022124711579681076
WMT,1,20,0.8560660430227595,0.036881325202822564
WMT,2,20,0.884578046879827,0.03122118643558829
WMT,3,20,0.9485638459936779,0.01904534594383551
WMT,4,20,0.9004077180328511,0.0291880072101943
WMT,5,20,0.9240590332204474,0.02407710052049593
WMT,6,20,0.8919194412667255,0.03032015546509238
WMT,7,20,0.8847217489024535,0.031039556896549234
WMT,8,20,0.9276453051188724,0.023399986075858217
WMT,9,20,0.9404563071088164,0.020573203628043758
WMT,10,20,0.8516165897137596,0.03738598926495932
